index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,release_date,year,decade,era,is_hit
3869,6V81K1OcvYgHEnCA6A2Qx9,Duckwrth;Shaboozey,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Start a Riot,66,171466,False,0.728,0.727,2,-3.585,1,0.206,0.0128,0.0,0.0882,0.89,143.144,4,alternative,2018-12-14,2018,2010,2010s+,False
1880,7AiUG3LelStERLJbmEBXjd,Vaudou Game,Tata fatiguée,Tata fatiguée,17,223350,False,0.76,0.667,8,-6.134,0,0.0536,0.306,0.000189,0.089,0.946,109.774,4,afrobeat,2018-09-14,2018,2010,2010s+,False
1859,5gXeGIJCGNycRlkoBIpBeJ,J Prince,Om3ga: Krng the Mixtape,Must Reach,17,184800,False,0.808,0.778,6,-4.791,1,0.0807,0.198,0.0,0.101,0.613,100.009,4,afrobeat,2018-09-29,2018,2010,2010s+,False
2368,6Up545NUflOiXo8cEraH49,Lauren Daigle,Look Up Child,You Say,75,274693,False,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4,alt-rock,2018-09-07,2018,2010,2010s+,True
2603,33DzKnwuBE6lfOiADwzd5E,The 1975,A Brief Inquiry Into Online Relationships,TOOTIMETOOTIMETOOTIME,64,207851,False,0.667,0.824,8,-5.867,1,0.0665,0.177,0.0152,0.0933,0.518,114.998,4,alt-rock,2018-11-30,2018,2010,2010s+,False
2001,2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83,299960,False,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,alt-rock,2018-02-09,2018,2010,2010s+,True
2706,4ePKbzLwkIBslceokt2iXZ,The Seige,I Am Defiant,I Am Defiant,60,248880,True,0.477,0.859,6,-3.649,1,0.264,0.0932,0.0,0.71,0.504,125.044,4,alt-rock,2018-04-23,2018,2010,2010s+,False
2469,0W7KIc2GSB9suYQAaMZ9rF,Casting Crowns;Matthew West,Only Jesus,Nobody (feat. Matthew West),67,206400,False,0.561,0.717,8,-5.72,1,0.0381,0.458,0.0,0.138,0.455,79.993,4,alt-rock,2018-11-16,2018,2010,2010s+,False
1964,1YhKAndvOzmyVnomGV7Gs6,The Daktaris,Soul Explosion,Voodoo Soul Stew,16,267360,False,0.822,0.68,9,-6.997,0,0.211,0.441,0.0513,0.0645,0.965,100.244,4,afrobeat,2018-12-07,2018,2010,2010s+,False
2307,3TgMcrV32NUKjEG2ujn9eh,The 1975,A Brief Inquiry Into Online Relationships,It's Not Living (If It's Not With You),73,248335,False,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4,alt-rock,2018-11-30,2018,2010,2010s+,True
3955,2pyjbGTpJCPjMYwCbdymiF,Ruel,Dazed & Confused,Dazed & Confused,67,189608,False,0.688,0.5,2,-7.411,1,0.138,0.102,0.0,0.355,0.418,127.906,3,alternative,2018-04-27,2018,2010,2010s+,False
1800,0gGslfeZ5GjK19VcS82Sqa,Kutiman,Mix Tel Aviv,Mix Tel Aviv,36,277438,False,0.751,0.688,0,-8.023,1,0.0436,0.102,0.84,0.0799,0.403,120.96,4,afrobeat,2018-10-26,2018,2010,2010s+,False
2934,7zJEM93vCjyjy51XRI9klu,Los Daniels,Se Renta Cuarto para Señoritas,Te Puedes Matar,44,189106,False,0.373,0.862,11,-11.931,1,0.0781,0.0052,1.05e-06,0.145,0.24,90.466,4,alt-rock,2018-02-19,2018,2010,2010s+,False
1760,6cPzGLgdF4KW6U4Yr5AdTX,Marizu,Amazing,Amazing,17,183946,False,0.508,0.483,10,-6.883,0,0.0418,0.639,0.0,0.0902,0.523,133.207,5,afrobeat,2018-08-09,2018,2010,2010s+,False
2857,7r9kOxiNDnkAg5QKqtyjVk,Lauren Daigle,Look Up Child,Rescue,69,215613,False,0.293,0.237,6,-8.17,1,0.0284,0.78,0.0,0.11,0.108,92.935,4,alt-rock,2018-09-07,2018,2010,2010s+,False
1991,5D7crFjKr6CKdWsJSJIEEy,Manu Dibango;Cuarteto Patria,Cubafrica,Yerberito,16,298293,False,0.697,0.723,8,-6.606,1,0.0303,0.198,0.00058,0.0807,0.895,124.604,4,afrobeat,2018-10-26,2018,2010,2010s+,False
2925,3AP3yFNoB0mdDh8DEaLCdL,Conociendo Rusia,Conociendo Rusia,La Luna,45,208579,False,0.432,0.456,4,-7.259,1,0.029,0.132,0.000205,0.085,0.231,98.843,3,alt-rock,2018-10-12,2018,2010,2010s+,False
2552,6TA5aymvVrtiPVbuAwmPIc,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Scary Love,69,222666,False,0.595,0.636,5,-5.981,0,0.0312,9.45e-05,0.0529,0.196,0.147,112.008,4,alt-rock,2018-11-02,2018,2010,2010s+,False
2606,7iPlcFvOMOzt6v0QvcAueZ,The 1975,A Brief Inquiry Into Online Relationships,I Always Wanna Die (Sometimes),65,314662,False,0.376,0.473,4,-5.636,1,0.0325,0.00527,0.00162,0.123,0.0398,148.835,4,alt-rock,2018-11-30,2018,2010,2010s+,False
1733,6ijWDxNwRbDbxh4QqxkRak,The Mauskovic Dance Band,Down in the Basement - EP,Tuto Bay,18,209805,False,0.716,0.511,6,-12.005,0,0.0792,0.00678,0.906,0.0633,0.929,133.028,4,afrobeat,2018-03-16,2018,2010,2010s+,False
2002,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alt-rock,2018-11-02,2018,2010,2010s+,True
2372,5Gs6NY7QTgEq77V3DtPagv,The Phantoms,The Fight,Unstoppable Now,44,221576,False,0.64,0.791,6,-5.342,1,0.0647,0.000627,0.0636,0.0802,0.311,129.997,4,alt-rock,2018-07-20,2018,2010,2010s+,False
3979,14kf1Cdj0sdtKtMY02IBcB,Mon Laferte,Norma,Quédate Esta Noche,46,230973,False,0.383,0.601,7,-6.588,1,0.0352,0.512,0.0,0.337,0.352,169.595,3,alternative,2018-11-09,2018,2010,2010s+,False
233,7bpR5j22mNID1pXwgRcZP1,JJ Heller,Hand to Hold,Hand to Hold,54,231605,False,0.547,0.313,0,-7.982,1,0.0315,0.612,7.97e-06,0.111,0.261,133.737,4,acoustic,2018-05-04,2018,2010,2010s+,False
1077,177aS2QdvkU2reVZoXBw1G,Samuca e a Selva;Luedji Luna,Tudo Que Move É Sagrado,"Fé Cega, Faca Amolada",32,261552,False,0.795,0.573,0,-9.838,1,0.0554,0.403,0.004,0.102,0.65,135.123,4,afrobeat,2018-11-23,2018,2010,2010s+,False
637,18k8IlS52uxRWObykDUZFG,Brandi Carlile,"By The Way, I Forgive You",The Joke,60,279373,False,0.236,0.578,7,-5.477,1,0.0404,0.327,0.00015,0.206,0.227,75.367,4,acoustic,2018-02-16,2018,2010,2010s+,False
254,4v0RBzYNzTknP6d0zN2VQb,Aoi Teshima,Cheek to Cheek~I Love Cinemas~,C'est si bon,51,108346,False,0.735,0.203,9,-13.237,0,0.0539,0.854,0.00164,0.105,0.479,113.913,4,acoustic,2018-12-19,2018,2010,2010s+,False
255,1FQH1FxPwwIj9aKyPBDf9b,Jonah Baker,Baby (Acoustic Version),Baby (Acoustic Version),42,160768,False,0.655,0.147,8,-14.409,1,0.0371,0.88,0.0,0.266,0.328,116.103,4,acoustic,2018-11-16,2018,2010,2010s+,False
632,60S0LkuUyzHzX29KWew1a6,JJ Heller,I Dream of You: CALM,Moon River,53,291386,False,0.411,0.191,7,-10.178,1,0.0308,0.916,0.0,0.1,0.155,74.92,3,acoustic,2018-10-08,2018,2010,2010s+,False
626,1CtfA9JkJ5cJQgpO7wEj4V,Beyond The Guitar,"Guitar Covers, Vol. 2","He's A Pirate (From ""Pirates of the Caribbean"")",30,163813,False,0.57,0.454,2,-7.613,0,0.0987,0.881,0.889,0.0983,0.381,101.476,4,acoustic,2018-06-01,2018,2010,2010s+,False
1474,4pjyykvlKHC8wBUmRxEvcy,Vaudou Game,Otodi,Pas la peine,20,214272,False,0.82,0.788,0,-5.81,1,0.0392,0.0599,1.52e-05,0.222,0.8,122.712,4,afrobeat,2018-10-26,2018,2010,2010s+,False
618,1pIMxRddmCGalHnRbLFkWg,Jason Mraz,Have It All,Have It All,53,226098,False,0.643,0.617,1,-4.95,0,0.041,0.194,0.0,0.0989,0.592,82.029,4,acoustic,2018-04-27,2018,2010,2010s+,False
612,2xHKGx65VCsJgU83Bvh4j7,Bailey Jehl,Apologize,Apologize,51,181596,False,0.566,0.168,3,-12.483,1,0.0372,0.812,0.0,0.125,0.238,116.286,4,acoustic,2018-04-27,2018,2010,2010s+,False
274,2nBrIzKacrNdIxs90FlsT1,Roses & Frey,Wake Me Up,Wake Me Up,58,196819,False,0.494,0.214,7,-11.041,1,0.0363,0.92,1.07e-05,0.107,0.35,125.981,3,acoustic,2018-01-05,2018,2010,2010s+,False
1112,0DaMxhrFFLWFSs41y64XdP,BaianaSystem;Nação Zumbi,Alfazema,Alfazema,32,199095,False,0.677,0.929,5,-6.017,0,0.0418,0.309,0.00129,0.318,0.709,129.996,4,afrobeat,2018-02-02,2018,2010,2010s+,False
1460,6CXjlzqcrZgKH8j3UhVm4y,Sarah Téibo;Jason Nicholson-Porter;Tehillah Daniels,Keep Walking,Like a Child,20,246596,False,0.631,0.703,9,-6.242,0,0.226,0.0209,0.0,0.267,0.611,90.066,4,afrobeat,2018-06-29,2018,2010,2010s+,False
603,11868tq8nTB9QJKyY3JjB4,Amber Leigh Irish,Simply Acoustic,Yellow - Acoustic,50,196724,False,0.49,0.204,11,-10.992,1,0.0315,0.901,0.0,0.0893,0.373,167.573,4,acoustic,2018-08-24,2018,2010,2010s+,False
587,6wAT9x3dx1N99gXXvds56Q,Drei Rana,Last Christmas,Last Christmas,29,230915,False,0.686,0.285,5,-10.912,1,0.0291,0.689,0.0,0.129,0.672,103.995,4,acoustic,2018-10-19,2018,2010,2010s+,False
575,1xYMyM7MxFi4OuzDA2op9Q,Ray LaMontagne,Spotify Singles,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,56,307534,False,0.55,0.334,10,-10.73,1,0.0288,0.517,0.000169,0.101,0.143,72.235,4,acoustic,2018-06-13,2018,2010,2010s+,False
1497,09z2Sw68BabiCQ4ZEKjPfu,Orquestra Brasileira de Música Jamaicana,#10,Cotidiano,21,208885,False,0.803,0.661,1,-10.578,0,0.0369,0.544,0.402,0.0563,0.96,140.018,4,afrobeat,2018-07-06,2018,2010,2010s+,False
567,7xO7bS29oAzMcFI0rBj8Fy,Sara Farell;Simon Samaeng,#Covers,I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,48,232500,False,0.656,0.349,0,-6.841,1,0.0289,0.784,0.0,0.138,0.289,118.026,4,acoustic,2018-03-31,2018,2010,2010s+,False
1509,7dTzsEPl84MJwS9Nj4M2IM,Jungle Fire,Beats & Culture (BNC002),Snake Pit - Stove Mix,19,245818,False,0.806,0.716,0,-5.483,1,0.081,0.14,0.892,0.182,0.87,124.778,4,afrobeat,2018-12-02,2018,2010,2010s+,False
1514,0RDBflsJy6WW3dB88RHRR5,QUITAPENAS,Tranquilidad,Tranquilidad,19,209723,False,0.555,0.904,2,-7.099,0,0.0543,0.0734,0.0178,0.307,0.932,146.4,4,afrobeat,2018-11-16,2018,2010,2010s+,False
772,4OaLdPqqqrtfLPFqSna89W,JJ Heller,Suitcase,Suitcase,46,229519,False,0.397,0.312,0,-10.504,1,0.0307,0.772,0.0,0.117,0.141,179.605,4,acoustic,2018-01-05,2018,2010,2010s+,False
192,0HQnJee8ShSDu2AYwibxst,Angelina Cruz,Hanggang Kailan (Umuwi Ka Na Baby),Hanggang Kailan (Umuwi Ka Na Baby),38,211933,False,0.59,0.407,4,-9.079,1,0.0361,0.861,9.95e-06,0.094,0.276,145.852,4,acoustic,2018-02-16,2018,2010,2010s+,False
756,2pcuXnZhTirLXsfXGVFTv2,Gen Hoshino,Doraemon,Doraemon,41,239933,False,0.64,0.547,4,-4.129,1,0.038,0.00676,4.95e-05,0.0585,0.95,159.992,4,acoustic,2018-02-28,2018,2010,2010s+,False
1537,3nbKTtv513rzhGFgtWhGJ4,Jor'dan Armstrong;Lowell Pye,Blsd (Deluxe),Miracle,20,230225,False,0.307,0.68,6,-4.153,1,0.074,0.58,2.05e-06,0.102,0.224,74.151,5,afrobeat,2018-09-28,2018,2010,2010s+,False
739,5Q12oF5TRQL7AQsEY1PZcp,RENT STRIKE,IX,V: Fair Trade Death March,27,330454,False,0.342,0.731,3,-6.015,1,0.0545,0.0675,6.24e-05,0.191,0.665,181.81,4,acoustic,2018-01-11,2018,2010,2010s+,False
1530,6kWy9wZQbKVT7nmn9VWSjF,Lack Of Afro;Wax;Herbal T,Jack of All Trades,Back in Business,21,226515,False,0.815,0.925,5,-6.041,0,0.103,0.0594,0.0,0.128,0.898,116.057,4,afrobeat,2018-05-18,2018,2010,2010s+,False
720,4fHJwyR7JILiSAbLyXcrKx,The Mayries,#Acoustic,Don't Wanna Know - Acoustic Version,54,183472,False,0.438,0.448,1,-7.676,1,0.0666,0.706,0.0,0.159,0.366,118.37,5,acoustic,2018,2018,2010,2010s+,False
219,14BMBNRzv24eG6OKoIgPfP,Ben Woodward,Bulletproof,Bulletproof,39,207677,False,0.59,0.552,7,-10.496,1,0.0407,0.654,0.000359,0.128,0.635,155.101,5,acoustic,2018-08-17,2018,2010,2010s+,False
221,2h3VsZVKQeT0yLNQtCIRjn,Jonah Baker,Girls Like You (Acoustic Version),Girls Like You - Acoustic Version,44,188494,False,0.543,0.138,0,-14.331,1,0.0531,0.791,0.0,0.185,0.3,115.65,4,acoustic,2018-06-19,2018,2010,2010s+,False
715,7Igc6JB0xPDcn5yRkkVGQX,Jason Mraz,Know.,Unlonely,51,231266,False,0.795,0.667,5,-4.831,0,0.0392,0.379,0.0,0.221,0.754,97.987,4,acoustic,2018-08-10,2018,2010,2010s+,False
226,6kRZfOZSuoi0Htg6gROKDz,A Great Big World,流星花園音樂專輯,Say Something,40,229573,False,0.456,0.101,2,-11.75,1,0.038,0.876,1.74e-06,0.0776,0.155,139.896,3,acoustic,2018-07-27,2018,2010,2010s+,False
684,35RrDnREM1xxx4YBxDHikm,Ben Rector,Magic,I Will Always Be Yours,49,226826,False,0.444,0.771,0,-4.607,1,0.0485,0.13,0.0,0.273,0.45,148.028,4,acoustic,2018-06-22,2018,2010,2010s+,False
666,4Akic5cb5RHJrTdQZY7AfX,Jason Mraz,Know.,No Plans,46,148000,False,0.491,0.304,9,-9.379,1,0.0291,0.5,0.0,0.0975,0.459,149.288,4,acoustic,2018-08-10,2018,2010,2010s+,False
239,4PuUa8e5s7P3Zv1IdCGIsa,Ray LaMontagne,Part Of The Light,Such A Simple Thing,65,296386,False,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,4,acoustic,2018-05-18,2018,2010,2010s+,False
242,03VNgdCL9t8aPyvwZecglI,Jason Mraz;Meghan Trainor,Know.,More Than Friends (feat. Meghan Trainor),54,181360,False,0.451,0.528,2,-6.984,1,0.0364,0.366,0.0,0.0811,0.527,139.28,5,acoustic,2018-08-10,2018,2010,2010s+,False
654,0F78T5bfHQCliaNjBkIYBq,Kina Grannis,When the Party's Over,When the Party's Over,50,154732,False,0.52,0.171,1,-14.5,0,0.0423,0.853,0.0,0.174,0.23,123.565,3,acoustic,2018-12-28,2018,2010,2010s+,False
285,5sdliaZjk3rVGuT13UVhxn,Joshua Hyslop,Echos,Long Way Down,60,257972,False,0.711,0.231,2,-13.033,1,0.0346,0.832,0.00115,0.105,0.186,125.062,4,acoustic,2018-02-23,2018,2010,2010s+,False
287,5w8Cu20Yt1ZNQuVdcafTYC,Phillip LaRue,The Meaning,Marigold,53,172708,False,0.615,0.406,6,-12.619,1,0.0358,0.541,1.67e-05,0.0982,0.541,166.035,4,acoustic,2018-04-06,2018,2010,2010s+,False
1163,76Id5YpwGnoxtFNceLXFMY,Plastilina Mosh,JAJAJA,JAJAJA,32,191472,False,0.714,0.889,0,-4.857,1,0.0367,0.0483,4.02e-05,0.413,0.935,122.757,4,afrobeat,2018-01-19,2018,2010,2010s+,False
362,6xXvAzowcCQmoKdDr1oIFJ,Amber Leigh Irish,Simply Acoustic,2002 - Acoustic,57,145056,False,0.589,0.296,0,-9.335,1,0.083,0.842,0.0,0.0736,0.611,165.799,3,acoustic,2018-08-24,2018,2010,2010s+,False
369,0wFSrH6x1iQOdUljUueAcd,Blame Jones,Acoustic Versions,Dusk Till Dawn - Acoustic,46,167616,False,0.543,0.244,0,-8.062,1,0.0511,0.864,0.0,0.112,0.29,126.341,3,acoustic,2018-09-28,2018,2010,2010s+,False
370,1wSZdWFZphxDh6iJhWlIUi,Ben Woodward,Don't Wanna Leave You,Don't Wanna Leave You,38,211672,False,0.672,0.644,11,-9.063,1,0.236,0.795,0.0,0.146,0.549,148.135,4,acoustic,2018-06-01,2018,2010,2010s+,False
1257,41Bh60o6KY7dakdwBoIfUM,Jor'dan Armstrong,Tomorrow,Tomorrow,24,237584,False,0.547,0.627,10,-7.311,0,0.0359,0.0513,0.00145,0.112,0.615,174.967,4,afrobeat,2018-03-23,2018,2010,2010s+,False
434,78ylzQxu8Ht3gbFq5hI9Vo,Tres Hermanas,Have Yourself a Merry Little Christmas,Have Yourself a Merry Little Christmas,32,155792,False,0.452,0.268,8,-9.405,1,0.0311,0.961,2.85e-05,0.119,0.265,66.805,4,acoustic,2018-11-30,2018,2010,2010s+,False
1266,4FYOLa4OMokaDwZCUVXZvz,La Cumbia Chicharra;Emilie Rambaud,Hijo de Tigre,Mapalé,23,261240,False,0.595,0.633,1,-9.633,1,0.165,0.0172,0.209,0.0911,0.888,146.919,4,afrobeat,2018-05-25,2018,2010,2010s+,False
1323,1VJi7PtheTX2oJYIJZ7bWD,Son Palenque;Cerrero;El León Pardo,Adiós Batata (Cerrero Dub Mix),Adiós Batata - Cerrero Dub Mix,24,407295,False,0.625,0.703,9,-5.571,0,0.132,0.172,0.00493,0.174,0.487,114.113,4,afrobeat,2018-09-28,2018,2010,2010s+,False
1269,2inOdpcpLUNsxeKaCbCg1r,Jor'dan Armstrong,Blsd (Deluxe),Clout,25,217674,False,0.699,0.62,7,-4.885,1,0.185,0.0887,0.0,0.17,0.311,158.04,4,afrobeat,2018-09-28,2018,2010,2010s+,False
1317,0EKNvyq6JQXvaslzqnjZQf,Sarah Téibo;Fred Hammond,Keep Walking,Like a Child - Remix,23,186648,False,0.711,0.811,2,-5.59,1,0.127,0.122,7.09e-06,0.0775,0.417,100.065,4,afrobeat,2018-06-29,2018,2010,2010s+,False
1313,2PZ0HBnevHMlXuWiH6uMyc,Big Ty;Markis,Le king m'a validé,Le king m'a validé,22,237599,False,0.662,0.93,6,-7.483,1,0.0378,0.176,0.0,0.112,0.954,125.014,4,afrobeat,2018-02-09,2018,2010,2010s+,False
430,6wVxhM5GJiZCro0xPWox6g,Bailey Pelkman;Randy Rektor,Acoustic Duets,I Just Called To Say I Love You,54,189646,False,0.746,0.257,0,-9.878,1,0.0312,0.772,0.0,0.107,0.348,132.032,4,acoustic,2018-02-27,2018,2010,2010s+,False
1311,2Ou1qva1FClzi7aMf5RQ6q,Nathanael,Chances,24/7,23,173871,False,0.337,0.623,6,-5.735,0,0.182,0.162,0.0,0.0817,0.461,56.499,5,afrobeat,2018-04-06,2018,2010,2010s+,False
1309,1tSSc111CwyzxWmmIxyXRS,Sarah Téibo,Keep Walking,Lead the Way,22,240680,False,0.729,0.807,7,-5.803,1,0.0916,0.117,2.93e-05,0.072,0.488,98.969,4,afrobeat,2018-06-29,2018,2010,2010s+,False
413,6f9qzNP6elRi8i2NgqGoE5,John Adams,Bohemian Rhapsody (Acoustic),Bohemian Rhapsody - Acoustic,52,173426,False,0.451,0.0665,0,-13.862,0,0.0516,0.967,1.06e-06,0.109,0.349,64.289,4,acoustic,2018-10-22,2018,2010,2010s+,False
406,4nmjL1mUKOAfAbo9QG9tSE,Gen Hoshino,POP VIRUS,Koi,53,251266,False,0.598,0.819,9,-2.619,1,0.0911,0.00081,0.0,0.218,0.878,158.115,4,acoustic,2018-12-19,2018,2010,2010s+,False
359,7vg5fesQdq5I7Z7XGdyJd5,Roses & Frey,Bad Liar,Bad Liar,50,226877,False,0.596,0.195,7,-11.02,1,0.0264,0.926,0.0,0.139,0.176,82.114,4,acoustic,2018-11-30,2018,2010,2010s+,False
1367,2vpOX57SegPaUM8R43Ye9D,Eddie Neblett,Influence of Worship,Influence of Worship,22,245708,False,0.536,0.702,0,-5.748,1,0.0679,0.2,0.0,0.147,0.711,82.83,4,afrobeat,2018-04-18,2018,2010,2010s+,False
472,3KAQ4xe2sR6IiltZw8HSA5,Austin Basham,You and Me for Now,All Is Well,60,256680,False,0.316,0.413,11,-12.216,1,0.0334,0.856,0.00245,0.143,0.245,155.69,4,acoustic,2018-07-27,2018,2010,2010s+,False
338,5X3w2MfxgMTZkn2mTPQs0u,Joshua Hyslop,Echos,Stand Your Ground,62,203253,False,0.71,0.271,7,-9.541,1,0.0283,0.658,4.59e-06,0.115,0.686,131.88,4,acoustic,2018-02-23,2018,2010,2010s+,False
562,2GwShNdcJHDLEkGO4L34lF,The Mayries,Back To You,Back To You,43,219976,False,0.448,0.256,5,-10.17,1,0.0483,0.875,0.0,0.113,0.174,77.272,4,acoustic,2018-06-15,2018,2010,2010s+,False
1415,28O6p4dnSLFfasqPDhGgGS,Sarah Téibo;Tneek,Keep Walking,Safe in You,21,232240,False,0.5,0.778,9,-5.025,0,0.0742,0.0422,1.2e-06,0.116,0.514,75.145,4,afrobeat,2018-06-29,2018,2010,2010s+,False
561,2dMkrhsWFVP2rHZmTEKkeh,Mat Kearney,CRAZYTALK,Wanted Man,59,235106,False,0.514,0.319,3,-8.978,1,0.0941,0.805,0.0,0.211,0.677,203.651,4,acoustic,2018-05-04,2018,2010,2010s+,False
555,2wdfI1pjsfvviE7WTKGSYM,Ben Woodward,Lost Without You,Lost Without You,32,234046,False,0.611,0.534,7,-8.899,1,0.0744,0.423,0.0,0.145,0.38,159.985,4,acoustic,2018-03-26,2018,2010,2010s+,False
551,1o0yFkUycTAWIIWFOlhDcV,A Great Big World,You,You,49,218133,False,0.505,0.31,5,-10.423,1,0.03,0.885,0.00359,0.0996,0.34,82.591,4,acoustic,2018-08-17,2018,2010,2010s+,False
542,6B9EuDkJUAm9bO26ZdzBke,Takehara Pistol,GOOD LUCK TRACK,Amazing Grace,30,178573,False,0.457,0.26,7,-7.952,1,0.0406,0.0594,0.0,0.346,0.38,106.756,4,acoustic,2018-04-04,2018,2010,2010s+,False
1188,6N4LDYOe8pjg7qF7Y89xnO,Samuca e a Selva;Criolo,Tudo Que Move É Sagrado,Cais,27,194777,False,0.714,0.431,10,-9.564,0,0.0327,0.781,0.00816,0.116,0.501,125.94,3,afrobeat,2018-11-23,2018,2010,2010s+,False
182,3dglCYsVMjPbDlU2CC9Vq7,Jason Mraz,Know.,Let's See What The Night Can Do,53,245186,False,0.392,0.423,7,-7.813,1,0.0348,0.27,0.0,0.117,0.288,113.537,4,acoustic,2018-08-10,2018,2010,2010s+,False
303,298xJ2nBaWWS0Je5rtlSxT,Lusaint,I'm Yours (Acoustic),I'm Yours - Acoustic,55,166189,False,0.634,0.267,11,-7.396,1,0.044,0.841,0.0,0.11,0.391,143.514,4,acoustic,2018-01-15,2018,2010,2010s+,False
529,2E3ObBU2VIrTYOYh8tvi0x,Bailey Pelkman;Randy Rektor,Acoustic Duets,Something Stupid,47,147809,False,0.789,0.261,7,-14.396,1,0.0456,0.803,0.0,0.0962,0.491,117.961,4,acoustic,2018-02-27,2018,2010,2010s+,False
523,4muAobUpgKTEgqskgNESmC,The Mayries,#Acoustic,Umbrella - Acoustic Version,48,178319,False,0.675,0.278,3,-9.569,1,0.0343,0.845,0.0,0.114,0.353,123.962,4,acoustic,2018,2018,2010,2010s+,False
514,63F2nWghdifkNHVns5GT8W,Andrew Belle,Fade into You,Fade into You,53,291676,False,0.478,0.398,2,-10.124,1,0.0286,0.0222,0.0183,0.0826,0.371,159.906,3,acoustic,2018-07-27,2018,2010,2010s+,False
310,5j5OayPyUCnJSK0RynvqgK,Matt Johnson;Jaclyn Davies,Say You Won't Let Go (Acoustic),Say You Won't Let Go - Acoustic,48,243724,False,0.432,0.197,3,-9.251,1,0.0414,0.87,0.0,0.11,0.348,163.985,4,acoustic,2018-01-11,2018,2010,2010s+,False
313,0c99BUd87HQfzgUUQqRyds,Kina Grannis,In the Waiting,For Now,57,198403,False,0.394,0.249,5,-10.484,1,0.0396,0.927,0.0,0.115,0.329,79.549,4,acoustic,2018-06-29,2018,2010,2010s+,False
330,2KsdoMZsL2ajnjjYUWm1ZT,Sara Farell,#Covers,It Aint Me,52,192545,False,0.354,0.415,9,-6.578,1,0.0289,0.797,0.0,0.107,0.421,175.537,4,acoustic,2018-03-31,2018,2010,2010s+,False
503,3HOcPWc2LUUv5te756KfAH,Brandon Chase,Without Me,Without Me,47,202219,False,0.664,0.301,0,-8.135,1,0.0296,0.739,0.0,0.103,0.268,115.877,4,acoustic,2018-11-30,2018,2010,2010s+,False
306,4CU3t2c3TIpmzX44P1VCFi,Aron Wright,I Don't Believe in Satan,I Don't Believe in Satan,39,208571,False,0.422,0.41,6,-14.151,0,0.0467,0.00855,0.0,0.104,0.354,83.952,4,acoustic,2018-03-06,2018,2010,2010s+,False
179,5nMRpGfqQ0tb1TMbqBVK2J,The Mayries,#Acoustic,Rockabye - Acoustic Version,57,157466,False,0.528,0.291,10,-9.696,1,0.0401,0.914,0.0,0.121,0.355,76.805,4,acoustic,2018,2018,2010,2010s+,False
410,4l2fpkIEUWv7G9DNp9M2nr,Bailey Rushlow,You're Still The One (Acoustic),You're Still The One - Acoustic,53,161306,False,0.605,0.168,2,-11.388,1,0.0496,0.887,0.0,0.12,0.398,119.836,4,acoustic,2018-12-17,2018,2010,2010s+,False
818,373ovGYBDvfPLo1NNRNMYE,The Cameron Collective,What If We Rewrite The Stars,The Greatest Showman - Rewrite The Stars (Acoustic),33,214860,False,0.758,0.206,9,-14.68,1,0.0729,0.628,0.0,0.148,0.25,124.873,4,acoustic,2018-02-13,2018,2010,2010s+,False
1589,589SiueQ3yldZpKQMBGKk5,Jor'dan Armstrong,Blsd (Deluxe),Higher,19,267910,False,0.765,0.888,9,-5.344,1,0.172,0.27,0.0,0.263,0.625,120.042,4,afrobeat,2018-09-28,2018,2010,2010s+,False
127,2lxBZVbkiCXC1soks2RXwV,Ben Rector,Magic,Love Like This,61,214240,False,0.637,0.14,2,-11.472,1,0.0407,0.903,0.0,0.107,0.392,139.78,4,acoustic,2018-06-22,2018,2010,2010s+,False
900,7sGEiBshBJXKRnvyIq3LUB,Sara Farell,#Covers,Sombody else - Acoustic,42,170712,False,0.444,0.316,2,-7.751,1,0.0429,0.841,0.0,0.138,0.571,201.64,4,acoustic,2018-03-31,2018,2010,2010s+,False
1594,0MOJfHIEDvEmhLzZnvDQ16,Samuca e a Selva;Liniker,Tudo Que Move É Sagrado,O Trem Azul,19,283950,False,0.718,0.458,8,-8.916,1,0.135,0.382,0.000813,0.0666,0.569,170.92,4,afrobeat,2018-11-23,2018,2010,2010s+,False
820,2fboUv3gU9L4njbhBdigid,John Adams,A Million Dreams (Acoustic),A Million Dreams - Acoustic,48,202928,False,0.545,0.169,6,-10.145,1,0.0457,0.953,0.0,0.152,0.291,138.199,4,acoustic,2018-12-17,2018,2010,2010s+,False
