index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,release_date,year,decade,era,is_hit
484,2HUZVffVPXvqnrml0gXggp,Howlin' Wolf,Moanin' In The Moonlight,Smokestack Lightnin',62,188400,False,0.661,0.342,9,-16.361,0,0.043,0.844,0.000128,0.26,0.588,146.118,4,acoustic,1958-03-01,1958,1950,Pre-70s,False
881,7j02rdE5RVtNcNMuLGY5SS,Howlin' Wolf,Howlin' Wolf,Spoonful,58,170000,False,0.821,0.376,0,-13.622,1,0.0487,0.669,1.39e-05,0.106,0.824,119.039,4,acoustic,1962-01-11,1962,1960,Pre-70s,False
440,5QjuTblPokfD03fkfHUuVK,Dave Van Ronk,Folksinger,"Hang Me, Oh Hang Me",54,190106,False,0.504,0.0273,2,-21.441,1,0.0415,0.931,1.1e-05,0.109,0.395,120.24,4,acoustic,1962,1962,1960,Pre-70s,False
535,5bC6ONDsL88snGN6QasjZH,Sonny Boy Williamson II,More Real Folk Blues,Help Me,60,188200,False,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,4,acoustic,1966-08-03,1966,1960,Pre-70s,False
642,3ocm1Cf1Dk1ODrdBdybh82,Albert King,Born Under A Bad Sign (Mono),Born Under A Bad Sign - Mono Mix,58,169997,False,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,4,acoustic,1967-01-01,1967,1960,Pre-70s,False
1315,0fxjsll9jmmRgMFbwdp4Xg,Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,Yègellé Tezeta,51,194293,False,0.839,0.233,3,-13.539,1,0.0413,0.745,0.747,0.105,0.777,125.597,4,afrobeat,1969,1969,1960,Pre-70s,False
1358,7JPNvoMjoIXkTDAMx9Aajj,Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,Tezeta,49,368539,False,0.549,0.254,10,-14.48,1,0.0416,0.962,0.931,0.0994,0.541,81.484,3,afrobeat,1969,1969,1960,Pre-70s,False
1622,1xI62yXrvcXuLTzUmkmlje,Mandrill,Mandrill,Mandrill,19,260360,False,0.536,0.734,0,-14.068,1,0.0584,0.0785,0.712,0.181,0.689,133.655,4,afrobeat,1970,1970,1970,Pre-70s,False
682,2Qj1FilGsXITZbFVmVeoLy,Freddie King,Getting Ready... (World),I'm Tore Down,54,253333,False,0.64,0.496,2,-11.124,1,0.0413,0.616,4.63e-05,0.183,0.954,116.632,4,acoustic,1971,1971,1970,70s-90s,False
1702,5rJSFuBV3QBGTrywHJt5sA,Manu Dibango,African Voodoo,Coconut,44,131045,False,0.652,0.84,7,-7.198,0,0.0305,0.145,0.136,0.0468,0.955,113.623,4,afrobeat,1972,1972,1970,70s-90s,False
627,0g5bEa2Kxz18QLp4qotw3z,Yosui Inoue,陽水II センチメンタル (Remastered 2018),能古島の片想い - Remastered 2018,29,212080,False,0.494,0.465,6,-6.095,1,0.027,0.705,0.0,0.0693,0.275,132.501,4,acoustic,1972-12-10,1972,1970,70s-90s,False
1459,6tkSDxoNHMQ6eoeJGB2Q22,Cymande,Cymande,Bra,47,306360,False,0.676,0.769,7,-10.142,1,0.0535,0.00545,0.0256,0.131,0.891,117.733,4,afrobeat,1972-01-01,1972,1970,70s-90s,False
1368,6p7KEJStN2J1EpsT3hZVqH,Mandrill,Composite Truth,Hang Loose,22,288933,False,0.54,0.797,7,-10.777,0,0.0617,0.434,0.165,0.12,0.935,128.291,4,afrobeat,1972-01-01,1972,1970,70s-90s,False
1886,2a4pTooehkmiD7hQ5DeyC5,Manu Dibango,African Voodoo,Soul Saxes Meeting,17,178428,False,0.636,0.826,3,-7.486,1,0.0585,0.461,0.271,0.141,0.731,102.809,4,afrobeat,1972,1972,1970,70s-90s,False
984,1dRIpmF4spf1WCruaM59pN,Yosui Inoue,陽水II センチメンタル (Remastered 2018),神無月にかこまれて - Remastered 2018,26,220213,False,0.633,0.647,4,-6.348,0,0.0318,0.133,0.00021,0.0858,0.775,150.805,4,acoustic,1972-12-10,1972,1970,70s-90s,False
1251,4TbIOAb7FfbhHi2glq0EwA,Cymande,Cymande,Dove,48,655440,False,0.439,0.475,6,-12.559,0,0.0361,0.449,0.253,0.0903,0.428,111.717,4,afrobeat,1972-01-01,1972,1970,70s-90s,False
1989,3MhErr2oHiTPfbxG8Ya9s1,Manu Dibango,Africadelic,Soul Fiesta,16,128985,False,0.58,0.984,7,-5.592,1,0.0384,0.367,0.751,0.115,0.5,136.671,4,afrobeat,1972-09-01,1972,1970,70s-90s,False
1976,0F7SrgvWE55PgFxxsUe96v,Manu Dibango,African Voodoo,Ba-Kuba,16,233002,False,0.535,0.658,5,-8.559,0,0.0316,0.235,0.806,0.248,0.911,107.382,4,afrobeat,1972,1972,1970,70s-90s,False
1718,60xdLXU4rTPmPTPrfelJDf,Mandrill,Mandrill Is,I Refuse To Smile,18,247760,False,0.544,0.697,4,-7.36,0,0.0323,0.205,0.000121,0.193,0.654,87.557,4,afrobeat,1972-01-01,1972,1970,70s-90s,False
1335,2eU6yZOsTESuFQfl0T4zVf,Mandrill,Mandrill Is,Lord Of The Golden Baboon,23,214306,False,0.571,0.845,7,-6.674,1,0.0837,0.0484,0.734,0.139,0.586,128.627,4,afrobeat,1972-01-01,1972,1970,70s-90s,False
1759,672sXt55h2Ol2MTcbKR5Sw,Manu Dibango,African Voodoo,Groovy Flute,47,153097,False,0.678,0.845,3,-9.412,1,0.0392,0.791,0.782,0.0637,0.965,104.653,4,afrobeat,1972,1972,1970,70s-90s,False
1076,5vilhku7KUCbRlog1d0lBy,Mandrill,Just Outside Of Town,Fat City Strut,34,199360,False,0.422,0.862,7,-6.534,0,0.153,0.602,0.00904,0.294,0.826,80.526,3,afrobeat,1973-01-01,1973,1970,70s-90s,False
1173,7Fy5yxwDFi71dQId1TEMjV,Mandrill,Just Outside Of Town,Mango Meat,28,286613,False,0.596,0.686,2,-7.915,1,0.103,0.28,0.00969,0.0726,0.729,103.949,4,afrobeat,1973-01-01,1973,1970,70s-90s,False
1625,3iQ0daGW8MTp2I4UQvy1ee,Letta Mbulu,Naturally,Noma Themba,19,206066,False,0.734,0.411,0,-8.984,1,0.0253,0.656,0.000775,0.0924,0.532,90.629,4,afrobeat,1973-01-01,1973,1970,70s-90s,False
1729,7cROqgeNkyYTMdQ5u5moGS,Cymande,Second Time Round,For Baby Ooh,18,137400,False,0.817,0.211,9,-16.785,1,0.136,0.948,2.62e-06,0.11,0.71,112.21,4,afrobeat,1973-01-01,1973,1970,70s-90s,False
1675,5HXiUV3myUIJbC2v1zs282,Cymande,Promised Heights,Losin' Ground,18,263400,False,0.77,0.3,0,-14.659,1,0.237,0.232,7.92e-05,0.104,0.707,93.169,4,afrobeat,1974-01-01,1974,1970,70s-90s,False
1268,3ObBmm3X92aff7Dct4drkj,Cymande,Promised Heights,Brothers On The Slide,56,251400,False,0.815,0.602,7,-10.192,0,0.196,0.3,0.00548,0.0737,0.805,109.704,4,afrobeat,1974-01-01,1974,1970,70s-90s,False
1902,2yBjFF19OmukrC7deP7LfZ,Fela Kuti;Afrika 70,Expensive Shit,Expensive Shit,36,793200,False,0.612,0.876,5,-7.668,0,0.11,0.22,0.399,0.0863,0.677,123.866,4,afrobeat,1975-01-01,1975,1970,70s-90s,False
1505,3RZoPvPHZsPTTc94DfWSCL,Fela Kuti,Zombie,Zombie,41,745653,False,0.672,0.942,2,-5.145,0,0.186,0.386,0.0142,0.384,0.574,131.45,4,afrobeat,1976-01-01,1976,1970,70s-90s,False
921,36ccrof5DFicLrejE4hEye,Jimmy Rogers,Chicago Bound,Walking By Myself,50,167266,False,0.621,0.519,11,-13.328,0,0.102,0.837,0.00246,0.162,0.775,117.005,4,acoustic,1976-02-03,1976,1970,70s-90s,False
1158,5CQaB5tweelW95KQUn1j2S,Letta Mbulu,There's Music In The Air,There's Music In The Air,27,417600,False,0.607,0.34,9,-15.83,1,0.0486,0.826,0.344,0.0752,0.667,143.074,4,afrobeat,1976-01-01,1976,1970,70s-90s,False
2890,5eK0UAeymUyyXILUAefcj5,Pescado Rabioso,Lo Mejor de Pescado Rabioso,Me Gusta Ese Tajo,45,145373,False,0.459,0.717,11,-8.16,0,0.0487,0.00159,0.793,0.213,0.673,157.436,3,alt-rock,1976-11-28,1976,1970,70s-90s,False
975,4uBcAJZmH3LkH2rCDe8LgC,Yosui Inoue,招待状のないショー,青空、ひとりきり - Remastered 2018,26,260893,False,0.762,0.805,2,-4.696,0,0.0358,0.283,0.0,0.106,0.963,116.141,4,acoustic,1976,1976,1970,70s-90s,False
1452,0rnDmgcZvn9WPsOPqHbt16,Osibisa,Ojah Awake,Ojah Awake,9,296093,False,0.581,0.709,2,-13.307,1,0.0436,0.0268,0.232,0.0398,0.816,132.096,4,afrobeat,1976-01-01,1976,1970,70s-90s,False
1396,5s2cJ6oq5VJX8ECTiq0PUV,Mandrill;Michael Masser,"Muhammed Ali in ""The Greatest""",Ali Bombaye (Zaire Chant) I,21,223226,False,0.528,0.967,0,-8.212,0,0.0634,0.0143,0.429,0.361,0.725,128.446,4,afrobeat,1977,1977,1970,70s-90s,False
1289,1iNWWO3i1L4gpy7fZpdUwP,Mandrill,We Are One,Can You Get It,23,428853,False,0.854,0.928,0,-7.29,1,0.0621,0.152,0.0189,0.0481,0.782,122.487,4,afrobeat,1978,1978,1970,70s-90s,False
614,6kucNn22HB0qb2ZPa1BrNl,Albert Collins,Ice Pickin',"Cold, Cold Feeling",54,318840,False,0.713,0.281,3,-11.057,0,0.0379,0.137,0.0258,0.111,0.397,148.301,3,acoustic,1978-01-01,1978,1970,70s-90s,False
1920,6IriiwxCgBRs9XvGEl5BQa,Mandrill,We Are One,Happy Beat,17,318160,False,0.767,0.823,4,-7.006,0,0.0764,0.138,0.000522,0.123,0.812,107.857,4,afrobeat,1978,1978,1970,70s-90s,False
1820,3IQvH607gDiHXdT8wnqgtC,Tony Allen With Africa 70,"Progress, Jealousy",Jealousy,17,683893,False,0.866,0.636,1,-12.801,1,0.134,0.222,0.558,0.131,0.859,99.615,4,afrobeat,1979-03-04,1979,1970,70s-90s,False
1974,1WdixZ4J8I8hlgCIEqZkdc,Manu Dibango,Home Made,Tropical Garden,16,502693,False,0.615,0.397,0,-17.526,0,0.0859,0.301,0.886,0.0277,0.916,169.0,4,afrobeat,1979-01-01,1979,1970,70s-90s,False
2999,519WGo9DQCtYP72a7Lmprj,Serú Girán,Bicicleta (Remastered 2012),Canción De Alicia En El País - Remastered 2012,44,264333,False,0.485,0.271,9,-18.108,1,0.0683,0.679,0.000302,0.126,0.155,115.172,4,alt-rock,1980-11-01,1980,1980,70s-90s,False
1795,6cLtKtakegCY6n7iepcLYJ,Ebo Taylor;Uhuru-Yenzu,Conflict,Love and Death,18,499733,False,0.804,0.92,0,-7.478,1,0.0563,0.158,0.0797,0.0743,0.811,108.979,4,afrobeat,1980,1980,1980,70s-90s,False
1402,5zWd3igj3YbzlrWPLMzgqZ,Orchestra Baobab,Pirates Choice,Utrus Horas,10,523453,False,0.725,0.266,2,-15.384,1,0.0403,0.828,0.000531,0.303,0.617,86.727,4,afrobeat,1982-01-01,1982,1980,70s-90s,False
488,7jIAttgQTpLDoNtykIQXjH,Violent Femmes,Violent Femmes,Blister In The Sun,71,145706,False,0.726,0.537,0,-8.896,1,0.114,0.316,0.0,0.0707,0.882,96.889,4,acoustic,1983-01-01,1983,1980,70s-90s,True
979,7ccurrFI92e3hBtU02WgTL,Violent Femmes,Violent Femmes,Good Feeling,47,236840,False,0.369,0.319,2,-12.088,1,0.0288,0.752,0.000837,0.154,0.476,160.359,4,acoustic,1983-01-01,1983,1980,70s-90s,False
2932,2NXYLpZdCZ6qaqZlaMpDMd,Luis Alberto Spinetta,Mondo Di Cromo,No Te Alejes Tanto De Mí,45,209893,False,0.783,0.292,2,-18.026,1,0.0404,0.164,0.00185,0.153,0.696,120.802,4,alt-rock,1983,1983,1980,70s-90s,False
992,2FYSLfTFri5Gbccm44lXA3,Violent Femmes,Hallowed Ground,Black Girls,26,340266,False,0.608,0.61,11,-13.99,0,0.0702,0.0278,0.335,0.0369,0.669,121.275,4,acoustic,1984-06-01,1984,1980,70s-90s,False
2726,5QSe2vbcBasm02vr76vqg4,Virus,Locura,Pecados para Dos,47,236813,False,0.762,0.805,0,-7.632,1,0.037,0.132,0.168,0.0566,0.345,128.181,4,alt-rock,1985-04-29,1985,1980,70s-90s,False
2571,2CCJ1YRPIk7c2VtRL8JMhg,Patricio Rey y sus Redonditos de Ricota,Gulp!,Superlógico,48,184840,False,0.624,0.73,2,-8.811,1,0.0322,0.419,4.25e-05,0.2,0.761,122.053,4,alt-rock,1985-04-22,1985,1980,70s-90s,False
931,4UXZoNGOQ42aV5uXCkLuYm,Rory Block,I've Got A Rock In My Sock,Lovin' Whiskey,26,246773,False,0.675,0.366,2,-13.493,1,0.0759,0.719,0.00105,0.191,0.411,72.662,4,acoustic,1986-01-01,1986,1980,70s-90s,False
2536,5L0oNcUAPW4zFLBekccycM,Sumo,Llegando Los Monos,El Ojo Blindado,50,134173,False,0.192,0.894,2,-7.136,1,0.0421,3.42e-06,0.0028,0.025,0.67,194.458,4,alt-rock,1986-04-29,1986,1980,70s-90s,False
2666,1pLQZ6MwbYaLqzJT3imTBU,Charly García,Parte De La Religion,Buscando un Símbolo de Paz,47,282840,False,0.687,0.926,5,-7.313,1,0.0548,0.0486,0.00174,0.162,0.58,115.753,4,alt-rock,1987-04-29,1987,1980,70s-90s,False
728,3NxSIxMnq9tDmQtoyHQqte,Luther Allison,Serious,Life Is A Bitch,41,219640,False,0.594,0.744,6,-10.096,0,0.0304,0.648,0.00305,0.261,0.778,102.344,4,acoustic,1987-03-01,1987,1980,70s-90s,False
2733,0iUuCOGuE6aeHjX0GarFC9,Patricio Rey y sus Redonditos de Ricota,Un Baión para el Ojo Idiota,Todo Preso Es Político,46,348533,False,0.406,0.863,4,-4.943,1,0.036,0.00152,0.196,0.0996,0.685,149.8,4,alt-rock,1988-09-05,1988,1980,70s-90s,False
2942,0qgDf2H3HHSfiANtWkZPXh,Caifanes,Caifanes,Será por Eso,45,214893,False,0.457,0.774,4,-6.63,1,0.03,0.0719,1.67e-06,0.443,0.465,153.389,4,alt-rock,1988-05-15,1988,1980,70s-90s,False
2557,5e3YOg6fIkP0wD5TyxcHOH,Living Colour,Vivid (Expanded Edition),Cult of Personality,68,294826,False,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,4,alt-rock,1988,1988,1980,70s-90s,False
2568,6c61kVcF2zmFExhWYwDrDX,Patricio Rey y sus Redonditos de Ricota,Un Baión para el Ojo Idiota,Ella Debe Estar Tan Linda,48,241306,False,0.268,0.863,9,-6.09,1,0.0478,0.00197,0.0271,0.129,0.447,205.911,4,alt-rock,1988-09-05,1988,1980,70s-90s,False
2311,7wCmS9TTVUcIhRalDYFgPy,Pixies,Surfer Rosa,Where Is My Mind? - Remastered,79,234973,False,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,4,alt-rock,1988-03-21,1988,1980,70s-90s,True
2573,29fm3WWIiHmHIaMX2tK2aH,Caifanes,Caifanes,Te Estoy Mirando,48,224693,False,0.606,0.957,10,-3.951,1,0.0562,0.335,0.0104,0.0934,0.683,113.867,4,alt-rock,1988-05-15,1988,1980,70s-90s,False
2820,584A0PrNqDNS5pMmCaCgOm,Os Paralamas Do Sucesso,Bora Bora,Uns Dias,45,244800,False,0.626,0.702,7,-8.525,1,0.0279,0.00274,0.000166,0.214,0.6,139.506,4,alt-rock,1988-01-01,1988,1980,70s-90s,False
764,5Oc0vLGWdEWeCqIU8zyELt,Big Mama Thornton,Ball n' Chain,Hound Dog,57,181000,False,0.563,0.542,9,-10.862,1,0.0962,0.706,3.59e-05,0.355,0.785,133.285,4,acoustic,1989-01-01,1989,1980,70s-90s,False
2928,6gZVQvQZOFpzIy3HblJ20F,Alice In Chains,Facelift,Man in the Box,75,285200,True,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,alt-rock,1990-08-01,1990,1990,70s-90s,True
971,7KqahQEtWTG2xPKE4Kriad,Masaharu Fukuyama,伝言,追憶の雨の中 (Original Version),27,238866,False,0.345,0.919,2,-8.154,1,0.0751,0.189,0.0,0.17,0.407,174.147,4,acoustic,1990,1990,1990,70s-90s,False
2882,02rL5rMK7s4LQ6BAjNF5iv,Los Fabulosos Cadillacs,Los Fabulosos Cadillacs - Vol. V,Radio Kriminal - Remasterizado 2008,45,278720,False,0.791,0.701,2,-7.843,1,0.0678,0.0226,0.278,0.546,0.251,100.635,4,alt-rock,1990-06-18,1990,1990,70s-90s,False
2873,4E5xVW505akJX0wcKj8Mpd,Megadeth,Rust In Peace (Expanded Edition),Tornado Of Souls - Remastered 2004,68,319266,False,0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,4,alt-rock,1990-10-04,1990,1990,70s-90s,False
2203,31AOj9sFz2gM0O3hMARRBx,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84,268426,False,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,4,alt-rock,1991-03-12,1991,1990,90s-00s,True
2108,2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come As You Are,79,218920,False,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,alt-rock,1991-09-26,1991,1990,90s-00s,True
967,5PusZRYXN29yDQOzDMzSJK,Masaharu Fukuyama,LION,アクセス,27,263266,False,0.615,0.545,7,-12.572,1,0.0268,0.383,2.9e-06,0.16,0.47,110.335,3,acoustic,1991,1991,1990,90s-00s,False
2009,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alt-rock,1991-09-26,1991,1990,90s-00s,True
2006,4gHnSNHs8RyVukKoWdS99f,Nirvana,Nevermind (Remastered),Something In The Way,76,232146,False,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,alt-rock,1991-09-26,1991,1990,90s-00s,True
2309,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,82,264306,False,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,alt-rock,1991-09-24,1991,1990,90s-00s,True
2723,0aQAxk0VUa03yons7PZjS1,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,Blues de la Artillería,46,269800,False,0.67,0.62,11,-7.247,0,0.0274,0.045,0.00126,0.11,0.876,108.243,4,alt-rock,1991-09-27,1991,1990,90s-00s,False
2921,0jwIgZRcbW2VjYuCbhKnX5,Ratones Paranoicos,Fieras Lunaticas,La Nave,45,223946,False,0.67,0.896,8,-6.069,0,0.057,0.382,0.0201,0.233,0.787,115.4,4,alt-rock,1991-12-16,1991,1990,90s-00s,False
2668,7suq0FFag5QEiQnyihDAhu,Slank,Kampungan,Mawar Merah,48,275620,False,0.454,0.593,7,-9.665,1,0.0252,0.0385,0.000552,0.125,0.41,93.052,4,alt-rock,1991-12-26,1991,1990,90s-00s,False
2658,1L94M3KIu7QluZe63g64rv,Pearl Jam,Ten,Alive,76,340907,False,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4,alt-rock,1991-08-27,1991,1990,90s-00s,True
2657,5Xak5fmy089t0FYmh3VJiY,Pearl Jam,Ten,Black,74,342653,False,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,4,alt-rock,1991-08-27,1991,1990,90s-00s,True
2627,6dr4yfIX1gO7to68cDcCsp,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,Toxi-Taxi,47,219333,False,0.576,0.858,7,-6.372,1,0.0695,0.000757,0.00604,0.305,0.704,111.96,4,alt-rock,1991-09-27,1991,1990,90s-00s,False
2622,70oCSjkWqBvGBql9gJz5dx,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,Fusilados por la Cruz Roja,47,255000,False,0.557,0.873,9,-6.674,0,0.0449,0.00822,0.00453,0.0648,0.868,162.842,4,alt-rock,1991-09-27,1991,1990,90s-00s,False
2914,2mvffzYUJ9Ld9xhsF5DUjU,Nirvana,Nevermind (Remastered),In Bloom,67,255080,False,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,4,alt-rock,1991-09-26,1991,1990,90s-00s,False
2409,5vHLwhxxlGzmClMcxRRFPr,Nirvana,Nevermind (Remastered),Lithium,73,257053,False,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,4,alt-rock,1991-09-26,1991,1990,90s-00s,True
2958,6QewNVIDKdSl8Y3ycuHIei,Pearl Jam,Ten,Even Flow,76,292580,False,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,4,alt-rock,1991-08-27,1991,1990,90s-00s,True
2948,1zMSZbxk4dDAHxBS5V07KT,Serú Girán,Seru Giran 92,Mundo Agradable,44,251026,False,0.499,0.502,9,-9.986,0,0.0301,0.0115,2.78e-05,0.127,0.294,120.177,4,alt-rock,1992-12-01,1992,1990,90s-00s,False
2517,6PypGyiu0Y2lCDBN1XZEnP,R.E.M.,Automatic For The People,Everybody Hurts,75,320266,False,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,3,alt-rock,1992-10-05,1992,1990,90s-00s,True
2727,3UvB63cZSpGUL3LvAj03dI,Caifanes,El Silencio,Piedra,46,276066,False,0.643,0.816,7,-8.535,1,0.0476,0.0357,7.28e-05,0.218,0.616,115.061,4,alt-rock,1992-06-08,1992,1990,90s-00s,False
2868,7fcfNW0XxTWlwVlftzfDOR,Pantera,Vulgar Display of Power,Walk,74,315120,True,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4,alt-rock,1992-02-21,1992,1990,90s-00s,True
2366,59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,80,313573,True,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,alt-rock,1992,1992,1990,90s-00s,True
2831,4ddGbSuvryKgVIIBjBqGHo,Soda Stereo,Dynamo (Remastered),Camaleón - Remasterizado 2007,46,281480,False,0.374,0.92,8,-7.561,1,0.0478,8.92e-05,0.491,0.0864,0.55,195.93,4,alt-rock,1992-10-09,1992,1990,90s-00s,False
2661,51TG9W3y9qyO8BY5RXKgnZ,Megadeth,Countdown To Extinction,Symphony Of Destruction,74,246733,False,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,alt-rock,1992-07-14,1992,1990,90s-00s,True
429,2jcdviEbZPIpwM10JBQNYc,Masaharu Fukuyama,Calling,恋人 (Original Version),33,272773,False,0.649,0.336,7,-12.053,1,0.0299,0.27,0.0,0.137,0.47,71.967,4,acoustic,1993,1993,1990,90s-00s,False
2713,1Ic9pKxGSJGM0LKeqf6lGe,Nirvana,In Utero - 20th Anniversary Remaster,All Apologies,72,233173,False,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,4,alt-rock,1993-09-21,1993,1990,90s-00s,True
2833,5ijySEvA18lrJVfCfG9EHm,Patricio Rey y sus Redonditos de Ricota,Lobo Suelto,Buenas Noticias,45,223733,False,0.595,0.761,2,-8.677,0,0.0272,0.226,0.000157,0.586,0.791,84.993,4,alt-rock,1993-04-12,1993,1990,90s-00s,False
2305,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,So Tonight That I Might See,Fade Into You,79,295600,False,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,3,alt-rock,1993-10-05,1993,1990,90s-00s,True
2775,0zpEpdoYYyhBEwgfsxqVVe,Patricio Rey y sus Redonditos de Ricota,Cordero Atado,Perdiendo el Tiempo,46,232240,False,0.632,0.85,11,-7.382,0,0.0444,0.00459,0.0022,0.126,0.663,137.13,4,alt-rock,1993-04-12,1993,1990,90s-00s,False
584,4BguxPKygliNCIkzwWlYxU,Masaharu Fukuyama,Calling,All My Loving (Original Version),31,245800,False,0.725,0.746,9,-8.214,1,0.0338,0.00721,0.0,0.0575,0.656,102.87,4,acoustic,1993,1993,1990,90s-00s,False
2356,5gRcv46AMTrosmTOqrOV3Q,Nirvana,In Utero - 20th Anniversary Remaster,Dumb,75,151893,False,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4,alt-rock,1993-09-21,1993,1990,90s-00s,True
2725,7c6AxRHaO6nfzhOxLShc94,Patricio Rey y sus Redonditos de Ricota,Cordero Atado,Ladrón de Mi Cerebro,47,214053,False,0.566,0.784,9,-7.609,1,0.0294,0.0875,0.00792,0.115,0.572,109.851,4,alt-rock,1993-04-12,1993,1990,90s-00s,False
946,3ZoefygM1VYbvEYXXRNAY2,Violent Femmes,Add It Up (1981-1993),"Dance, Motherfucker, Dance!",27,197266,True,0.308,0.854,4,-8.006,1,0.0494,0.0593,0.00718,0.903,0.689,193.395,4,acoustic,1993,1993,1990,90s-00s,False
2259,11LmqTE2naFULdEP94AUBa,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,79,281160,False,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,alt-rock,1993-09-21,1993,1990,90s-00s,True
2765,5Rizj5FLb2AyNKu9esjYY6,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Rape Me,71,170000,False,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,4,alt-rock,1993-09-21,1993,1990,90s-00s,True
831,4KMXlzvtC8xjLseDqDjpeU,Little Walter,The Essential Little Walter,My Babe,59,162040,False,0.676,0.334,5,-10.572,1,0.0508,0.862,0.0,0.32,0.867,158.0,4,acoustic,1993-06-08,1993,1990,90s-00s,False
2053,70LcF31zb1H0PyJoS1Sx1r,Radiohead,Pablo Honey,Creep,85,238640,True,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4,alt-rock,1993-02-22,1993,1990,90s-00s,True
486,5MTsZG10E0hTvAkdioyPnw,Buddy Guy;Bonnie Raitt,Feels Like Rain,Feels Like Rain (feat. Bonnie Raitt),57,275266,False,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,4,acoustic,1993-03-01,1993,1990,90s-00s,False
2825,3ywytFNiWrmc59LKpGP6NY,Patricio Rey y sus Redonditos de Ricota,Cordero Atado,El Arte del Buen Comer,46,276440,False,0.682,0.704,4,-8.286,0,0.0298,0.0205,5.66e-05,0.146,0.298,105.889,4,alt-rock,1993-04-12,1993,1990,90s-00s,False
1890,4MTlCpVmNYut1jee7533pS,The Poets Of Rhythm,Practice What You Preach,It Came Over Me,17,208933,False,0.438,0.393,11,-8.877,0,0.0276,0.41,5.59e-05,0.312,0.533,60.587,4,afrobeat,1993-01-01,1993,1990,90s-00s,False
1736,0YHoJxHfIM1vW9APg2nDCw,Orchestra Baobab,Bamba,Boulmamine,18,355933,False,0.649,0.618,9,-11.815,0,0.0418,0.737,0.163,0.098,0.752,139.307,4,afrobeat,1993-06-14,1993,1990,90s-00s,False
